"","(Intercept)_lm","V1_lm","V2_lm","V3_lm","V4_lm","V5_lm","V6_lm","V7_lm","V8_lm","(Intercept)_lasso","V1_lasso","V2_lasso","V3_lasso","V4_lasso","V5_lasso","V6_lasso","V7_lasso","V8_lasso","V1_lasso_diff","V2_lasso_diff","V3_lasso_diff","V4_lasso_diff","V5_lasso_diff","V6_lasso_diff","V7_lasso_diff","V8_lasso_diff","(Intercept)_lasso_diff"
"my_estimates.22",-4.70578619689937,0.427012503656603,4.86673832087163,0.127031667077843,5.19647549213822,4.96337880532136,4.96260717750899,-0.248662289858626,0.524373605208528,3.77480899503168,0.00712279607843468,4.84581927798539,0,4.7509082007901,4.93233416448638,4.95028831107232,0,0,0,4.64963190945879,0,4.82641529968561,4.92297499293025,4.92169123363186,0,0,4.308423303576
"my_estimates.23",-3.44623283442748,-0.005498996520896,5.36626547821826,0.213501378183854,5.07747917631461,5.20359244025887,5.00762125333801,-0.164734940109817,-0.291902121897896,4.29811078827909,0.00237607450757849,4.72074310257368,0,4.81210802378163,4.93575644231235,4.91694712852157,0,0,0,4.82170037039076,0,4.59870032130256,4.88971586498511,4.88947338524837,0,0,6.07058095792043
"my_estimates.24",2.24277815994435,0.371266121146727,4.93149830877133,0.0410420919679064,4.90454705976914,4.7468595681174,4.88511763772081,-0.0574133961651904,-0.149146145032486,5.78997681105331,0,4.68932546111308,0,4.66510948594698,4.88078304502984,4.92343611442798,0,0,0,4.88023492021331,0,4.68674449736263,4.9242527769335,4.93247643491531,0,0,4.63642435148083
"my_estimates.25",-10.6804728030473,-0.322178219209846,5.39114717991813,-0.134462476306988,5.46970864146391,5.01162513308393,4.96289124486464,-0.177792762147929,1.43294322277939,5.10256588098023,0,4.36418188519037,0.415253877592582,4.65598473799936,4.96682565398749,4.94538846592247,0,0,0,4.56793230028984,0.0682741163636457,4.59368844865178,4.87139541824883,4.90068536848638,0,0,6.89603956285445
"my_estimates.26",-3.34394616187144,0.694541052000928,4.50544649400133,-0.220342317403084,5.28636561870838,4.9626621752164,4.99061073994251,0.0203020527379503,0.199803043872676,4.031318285873,0,4.74255143276442,0,4.79704939630429,4.90816074651285,4.92455885354005,0,0,0,4.5995446771178,0,4.8311531469146,4.94795945966088,4.92060575271438,0,0,4.59824011820687
"my_estimates.27",7.31810273024424,-0.0494458325292563,4.66398921429488,0.602180822081787,4.59291924591944,4.97267199883833,4.93948506754275,0.0202025065508028,-0.658645566345916,3.2889940217406,0.0702069932585385,4.66007701972075,0,4.82405803331908,4.94906310680627,4.98848588711335,0,0,0,4.71870693246379,0,4.76611017916727,4.90352062128012,4.90729637076669,0,0,5.10402937134454
"my_estimates.28",-5.2363435578149,-0.273856121007638,6.27442042750341,-0.754552573571139,4.95349901477595,4.93821912229332,5.11577115630014,-0.0705678003522252,0.816252075637366,3.91086994935456,0,4.80293012943477,0,4.78776860438825,4.90913050375405,4.91895971093054,0,0,0.0771774670129241,4.77188913099688,0.000465590393487179,4.77378635126861,4.92454147640748,4.93268544899271,0,0,3.90961030703755
"my_estimates.29",2.12029076499608,0.0206655862008603,4.67859670064047,0.154449197306224,4.98907308616151,4.93688134097446,5.05410735658385,-0.275261866387653,-0.141005953889061,3.54092776846977,0.00894910973308116,4.65142032322091,0.022339547433534,4.87388548378542,4.93608486013656,4.95660525542962,0,0,0,4.76763167739357,0,4.75977752169366,4.90101646763855,4.93145651257598,0,0,4.12423639203527
"my_estimates.30",5.9350246556645,0.538633430296948,4.7317509696036,-0.630773372860657,5.29705653390058,4.97291512291382,4.93153691432608,-0.0876769988630119,-1.00588677076205,4.31319040309944,0,4.70141479105857,0,4.82319490030478,4.92222598162538,4.91305281934076,0,0,0,4.7396038674276,0,4.78958847028209,4.91037426399893,4.96721677546433,0,0,4.10392719738158
"my_estimates.31",3.69543319898972,0.773099355796161,4.16640298988583,0.143779732686217,5.12493234906649,5.0355638637706,4.97659029291383,-0.0643978624668687,-0.892745034197607,4.36827951294266,0,4.81757002279266,0,4.78684223381852,4.88489080843216,4.92538596544932,0,0,0,4.72470733834095,0,4.61731867211426,4.92379341368821,4.92056732766473,0,0,6.03042067936529
"my_estimates.32",6.54828077580197,0.041333276954268,4.56554767139026,0.0443884918202582,4.62300770938615,5.10155632194223,5.07017819215795,0.0796254480487824,-0.462390495513718,3.42173829809534,0,4.71765081483607,0,4.83262166005987,4.93473227083158,4.94847980571546,0,0,0,4.63857293063467,0,4.76280256484854,4.90067901984438,4.91739067397672,0,0,5.05720664801835
"my_estimates.33",-14.5794694861789,0.445290967659239,7.00816629356674,-1.85987142814081,5.53040733590909,5.01395639276106,5.0186521922867,0.102013424537192,1.02669856057213,4.42479000243835,0,4.62890406373022,0,4.80009175849016,4.96845985582693,4.95955658917899,0,0,0,4.80449963171429,0,4.73304280076524,4.91933275066033,4.92645784384572,0,0,4.37725597031504
"my_estimates.34",2.84948762009354,0.318460096683692,4.41394042848303,0.508564330855478,5.048819934885,4.96325608583041,4.82622417570422,0.0511470554142188,-0.513515275526557,3.95454155883932,0,4.83780317811298,0,4.7200905319103,4.89178927086847,4.98747863593529,0,0,0.00934451746121532,4.72359258532774,0,4.59354878365037,4.9184427975707,4.93689123542055,0,0,6.41954613947527
"my_estimates.35",-1.25008233839644,-0.43165486114835,5.3485052540762,-0.333252149068199,5.18419418048038,4.90854719148393,4.98734686069513,0.0587416348201972,0.149983225363676,3.33089554548377,0.00482062464895992,4.83772630422716,0,4.82485913980085,4.95192571246745,4.92837510283113,0,0,0,4.65758742220109,0,4.59011665569181,4.90621086422822,4.94267554050265,0,0,6.78099922404306
"my_estimates.36",-1.82760993072344,-0.317111963162388,5.25999312837209,0.399388180153742,4.78294395607755,5.10884956369904,5.01864049512268,0.139813946462118,0.196775858989987,3.53976166633203,0,4.81835514809617,0.016523221493084,4.79487149600501,4.89580259376374,4.95014992887016,0,0,0.0646507523686029,4.68521863680491,0,4.69864065450667,4.93337013676253,4.95031025911244,0,0,5.21439406537295
"my_estimates.37",-0.761404481565376,0.622706516034971,5.34740280983311,-0.678826950210979,4.6577553777205,5.08009840588515,5.03448357296214,-0.13078506984185,0.536987523258379,3.37842685738416,0,4.82207524365573,0,4.82850185944625,4.9487253351483,4.94300735719811,0,0,0,4.70742587813805,0,4.69340093066442,4.89482966061379,4.98205175581013,0,0,5.30069194489159
"my_estimates.38",-3.86831693416257,-0.262845843754807,6.3805722251216,-1.28019052205959,5.09929723100029,4.94514170584393,4.94807879430487,-0.145024439087583,0.748344461542567,4.90459519447144,0,4.3456148025833,0.393587974696594,4.69340058646372,4.94441969455078,4.93851967578008,0,0,0,4.78964696746985,0,4.77397174296918,4.96324415956672,4.9564572060783,0,0,3.96748854136955
"my_estimates.39",5.80492553756504,0.0512490919107411,5.03828595123221,-0.0738765986930123,4.79391444974925,4.96290586199522,5.04362620287239,-0.051214500535333,-0.745068749815672,5.02611285908839,0,4.699704741932,0,4.73711135087783,4.91486179121589,4.91103959653538,0,0,0,4.70284958371944,0,4.75079195019764,4.88496778288508,4.94770183953957,0,0,4.84589214087143
"my_estimates.40",0.545103474199753,0.53637539151471,3.9225219662507,0.929819573472211,5.0165132370908,5.07184992164579,4.88763101911877,0.374340493630755,-0.324101865435978,6.26637867903016,0,4.7528186882058,0,4.5761782099239,4.89509769740417,4.93821059136179,0,0,0.158375562336089,4.69451829120397,0,4.83037774318121,4.94158848027218,4.90138174123681,0,0,3.82164063095046
"my_estimates.41",2.68599699200154,0.130463792343392,4.65191814919166,-0.291492432272996,4.86926013778678,5.06024519370929,4.98016186949393,-0.283632017723423,0.463359432889012,5.18110405408425,0,4.63100952953167,0,4.74983823329076,4.90333628216451,4.9309462875583,0,0,0.00970626856860461,4.57875884497626,0,4.74737946282518,4.93571976503152,4.94593033896288,0,0,5.53600250320364
"my_estimates.42",-0.782297108064207,-0.040143705333036,5.23184240188134,-0.516153889307131,5.42420244569004,4.87394005590558,4.90928421377446,-0.478921634676092,0.200391530369081,3.49404654844347,0,4.76666010327282,0,4.78927542328129,4.96525079242065,4.93300808848981,0,0,0,4.59585208293146,0,4.60727313521521,4.88310838011632,4.92657725665826,0,0,6.8413817819813
"my_estimates.43",-3.36672084815329,-0.00294692047976287,5.78179530107385,-1.07799596358295,4.90394587298744,4.9241275845058,5.05144734911737,0.164160650668442,0.971604955939435,5.58946221015369,0,4.73703991827723,0,4.64384014000001,4.90572033282696,4.94619684829071,0,0,0,4.69418762678483,0,4.71559327672,4.93703729932905,4.97937880176016,0,0,4.68510260306982
"my_estimates.44",2.69474953022918,-0.428526104190224,5.72416590667631,-0.605840136881737,5.30655347567238,4.92353216220072,5.07786129690097,-0.132675329231152,-0.788458365204764,3.14055349881713,0,4.77949450802783,0,4.85360308409737,4.92923072094741,4.94878089911467,0,0,0,4.74224366935531,0,4.83562524590057,4.92895030401942,4.90878340622349,0,0,3.99668974052947
"my_estimates.45",0.960886538298264,0.600192750437896,3.91303296596748,0.103813028348975,5.39070389693413,5.02061103604426,4.98126011479563,0.166907127281974,-0.45505878045596,4.754709472295,0,4.60459355859317,0,4.81442404431793,4.9107283612476,4.92365785429429,0,0,0.0924843327148777,4.68231294683146,0,4.65748257998711,4.89887746055358,4.93142691963042,0,0,5.20648735873929
"my_estimates.46",-4.59359352699156,-0.488141591039296,4.55716214447476,0.822574895558108,5.40330215818035,4.93037357323669,4.99900369297064,-0.0823990255625554,0.109910165631201,4.23361138989254,0.0572053756448507,4.75466705660014,0.00203818573329184,4.73923017367783,4.92330151727891,4.95680078484473,0,0,0,4.75889611416661,0.114550608608595,4.68492806266638,4.90920758962621,4.9491816428742,0,0,4.60622251237884
"my_estimates.47",4.29862843419203,0.0340376993546626,6.2428417316818,-1.49433564067783,5.33402428522422,4.99468169831896,5.02876915321601,-0.167189993536605,-1.17920441864783,4.76350666252288,0,4.71627141848791,0,4.69409188706683,4.93577131819458,4.94931005043631,0,0,0,4.64110457175608,0,4.82924369105863,4.90450147871022,4.90721525556992,0,0,4.7321437331283
"my_estimates.48",-9.07712629319844,-0.0665058313901628,5.90852146830261,-0.489821235415863,5.29415330274003,5.02486525924703,4.98509223577255,0.157619654459866,0.934456868679122,3.25063357448426,0,4.91603661084824,0,4.79469637590589,4.9696659050893,4.92246133436577,0,0,0,4.76020215714083,0,4.78813849137847,4.94577740472922,4.92163755619587,0,0,3.64042979185741
"my_estimates.49",10.7274639275666,-0.17722516225125,3.81085191274854,0.907332725388769,3.95611706212565,4.78986751943554,5.02660119357346,-0.0829264211775152,0.469025925825533,2.06058512466657,0.043789761787537,4.91787859810772,0,4.85422546411929,4.95602913583136,4.95972559347974,0,0,0,4.73956050778573,0,4.56256808928139,4.9329146083358,4.96819525462505,0,0,6.05738141992902
"my_estimates.50",-1.65930295806659,0.720980411430927,4.05535047267373,0.906658143486266,5.38706335059771,5.11425647195613,4.99185339820409,-0.165156983249342,-1.13289009751218,4.76681109592986,0.00507189414403624,4.77764363237905,0,4.7180571745673,4.92854458502398,4.92693247732004,0,0,0,4.66334291450262,0,4.75948959114405,4.94185544093481,4.93999764457607,0,0,4.76780054728328
"my_estimates.51",-3.18953950193237,0.503789728924974,4.31440110589083,0.104256410894491,5.0489740167144,5.07620619641067,5.00832128303055,0.0722097102084134,0.657607184906718,1.84710180555496,0,4.7986503924733,0,4.98071344398144,4.89869437006428,4.94005839607149,0,0,0,4.65401442416065,0.02571593905627,4.75157463616905,4.89880318524277,4.91264282566372,0,0,4.93926057732076
"my_estimates.52",-3.50311807686413,0.539372934040798,4.56049260220984,0.0198949847711282,5.08232931539597,5.08869088220278,4.9747768896325,0.232825660653849,0.248342756510493,2.16424951909432,0,4.90775935233591,0,4.86030386302782,4.98467285400105,4.97008515775222,0,0,0,4.8303304910563,0.00839349159218073,4.70274099846578,4.94997504685263,4.92616666984246,0,0,4.90821016217169
"my_estimates.53",0.0285478191276018,0.04394882494136,5.73736243619357,-0.805098774700383,5.37088929619965,5.06471102441702,4.99417941629271,0.220993550463728,-0.995214914342762,2.57940098294491,0,4.75381539231679,0.0406872541621598,4.8672022188866,4.94598026328619,4.97360139928884,0,0,0,4.83382333429685,0,4.7903029169124,4.88697267840544,4.9470714928386,0,0,3.82655682332436
"my_estimates.54",-11.4623245845633,-0.677854388680103,6.61111531213164,-0.902484970773622,5.91537701025123,4.93693342746165,4.95625203418908,0.430174422336153,-0.0257963705847494,4.27927506056192,0,4.77647240874363,8.52135133311932e-05,4.78591282923647,4.96065085725409,4.90026118540926,0,0,0,4.77539404910061,0,4.84689340741163,4.94348398016259,4.93467430365394,0,0,3.4891835430338
"my_estimates.55",-3.64226926829457,-0.0632986941350852,5.52032185720006,-0.624669856644587,5.16968239376796,4.95688252206579,5.04278052273341,0.217258904193468,0.202666618366131,4.52645164488469,0,4.59773758291756,0.109355511049626,4.7728607347177,4.86161589580166,4.93650331329126,0,0,0,4.63140999447065,0.136252588114942,4.64965280512009,4.89790016300546,4.92929630830747,0,0,5.63503331585715
"my_estimates.56",-11.1110875660553,0.291209818048629,5.31754625986433,-0.162353494003408,5.71624880878677,4.87778374982867,5.02970608507972,-0.160637755619537,0.495193810584454,2.7457499584232,0,4.69392286844606,0,4.92077863780416,4.95415877540889,4.97759683929889,0,0,0,4.74358742936237,0,4.81386492724612,4.95280208852312,4.93682624316556,0,0,3.81514763652252
"my_estimates.57",1.77528898944335,0.275313933472371,6.06911714842827,-1.56011390657896,5.03558256909545,4.97595274682684,5.03525299661452,0.221305642638104,-0.433251017060242,4.08524697756263,0,4.63206037226881,0.0800965820509016,4.82464791235885,4.91769377276401,4.93360715199152,0,0,0,4.81307042813066,0,4.5970294079255,4.87902562849526,4.92838474413849,0,0,5.79622448548133
"my_estimates.58",2.50252802285752,-0.940814941626592,6.88575632077778,-1.03700506996813,4.99762152787731,5.03289983458905,5.08482298149496,-0.205649540440955,-0.651683385198376,3.13027435174377,0,4.75327318772877,0.0757006712673047,4.86514971759649,4.92924931589601,4.93929440054766,0,0,0,4.70229029750974,0,4.96773570938876,4.93714960192884,4.93743533574666,0,0,2.84763137756439
"my_estimates.59",5.02463942002105,0.427059673127392,4.04564471277835,0.768652226747164,4.64697290003355,4.90234914425938,5.153438780364,-0.233383581511907,-0.490913043131076,4.72629211308904,0,4.76111169685713,0,4.71592933928119,4.95194993237511,4.95882773453744,0,0,0,4.76214864052074,0,4.72317515874037,4.88486434075583,4.92988555184646,0,0,5.12033235257359
"my_estimates.60",2.22919887983274,0.0157205726061361,4.93857539247376,-0.0628791162718604,4.93805975832174,5.08380175852765,4.96293806274397,0.0283599585867933,-0.292592455814947,4.35771149838537,0,4.81839270302384,0,4.74682722760344,4.9244916058767,4.89277056852352,0,0,0,4.70491267155609,0,4.8728000575146,4.91021259412891,4.88973426707886,0,0,3.91238537170922
"my_estimates.61",-2.37135838290597,0.960982367505489,3.71100406768676,0.441167416238762,4.75180414160774,5.10313293532392,5.03101875466333,0.00855412653027028,1.0510215857852,3.9046393257129,0.0735449280250057,4.79198176458037,0,4.78543058710338,4.93571055702428,4.91746478388323,0,0,0,4.78259975257749,0,4.80943515674641,4.93181434918341,4.90461615606663,0,0,4.01001544935119
"my_estimates.62",-1.75764355391127,1.17163953226477,2.63386868917088,1.48278589583518,4.84334442502364,5.07534304647441,4.98517728373352,0.0519502161482187,0.466727972638021,2.25322735410944,0.13031666080654,4.7076861203244,0,4.90310583017267,4.95470780712834,4.95673949736075,0,-0.0132116104854051,0.00255109270768456,4.77360096184686,0,4.72197421243852,4.89885516761624,4.91931859092891,0,0,5.10533136127716
"my_estimates.63",3.4587341741639,0.0705283342294406,3.9416619197212,1.02555317438229,4.74410689331932,4.9684271008334,4.93570931528255,-0.0194406237489505,-0.145446179463414,4.44918553670458,0,4.56976313618641,0.0899282904026154,4.82894163351458,4.90077430262414,4.9219289068111,0,0,0.082822054295825,4.54838978085366,0,4.59103055452477,4.94531194373822,4.92539566791214,0,0,7.04011446391478
"my_estimates.64",0.123754704735118,-0.085352523855867,5.52395530815279,-0.293259041908902,5.70085886427428,5.07637395842835,5.0109798270749,-0.201549375917016,-1.37084800504623,4.50143557283446,0,4.82228022847822,0,4.67692182552507,4.95692665171491,4.93289014409753,0,0,0,4.50096014396403,0,4.83850946770409,4.89608235854081,4.92396049703785,0,0,5.40197981289153
"my_estimates.65",-4.47036243024679,0.224448136029264,5.40692399904369,-0.444309217261084,5.2307014575421,4.957909421644,4.97080806895621,0.159583185612129,0.054625334598342,3.9512019563126,0,4.82853908367868,0,4.7518910049132,4.95520222026848,4.94681849832909,0,0,0,4.28823648898008,0.338118943566718,4.66382934783724,4.89149812099677,4.98496127742585,0,0,5.68193409898173
"my_estimates.66",-12.2956218072886,-0.371475705057635,5.96634934269977,-0.415394406028987,5.20951452333642,5.08944670040726,5.0437596841623,-0.374997605225963,1.7451593716578,3.68773152964314,0,4.7142685943458,0,4.82244272316717,4.91861515988097,4.96588537442284,0,0,0,4.60671930189786,0,4.67937453233487,4.89796904393212,4.93289892626421,0,0,5.87245060239656
"my_estimates.67",1.43725099304531,0.188764510866213,2.97606999599509,1.48966751209859,5.0632634480933,5.07707011067149,4.99358483862508,0.16494227194909,-0.231648274096578,3.66410016606932,0,4.76884100881043,0,4.79562772432178,4.9344454445904,4.95252511843757,0,0,0,4.65382194646653,0,4.6480424287762,4.95075134429306,4.93676083305481,0,0,5.86562674231929
"my_estimates.68",-1.9798278667596,0.804880960947017,4.46090234640747,0.00748076546829147,5.18694852382039,5.02854174139332,4.97282550948756,-0.0339527063381332,0.00307686816442433,5.02277485599076,0.103891383623039,4.62258110976895,0,4.74231166436764,4.91008312465746,4.91062174178957,0,0,0,4.59898296549476,0,4.65345940065341,4.8797777651651,4.90966213310249,0,0,6.41971637153272
"my_estimates.69",6.3660062695202,-1.01784234484341,5.2195508819116,0.393290733207286,4.94442968020067,4.91292856904408,4.91691020377953,0.200541687749193,-0.764068262140676,6.11876327115962,3.40877301528331e-06,4.75587751693287,0,4.59543766139314,4.9151653454892,4.95184375633243,0,0,0.157879092564083,4.5954199814175,0,4.74465253655659,4.9550874660174,4.93878463275877,0,0,4.80020543576949
"my_estimates.70",-0.76888965906652,0.800663930187947,3.35092663610179,0.328125303984346,5.18447281342986,5.15042049273459,4.97251938939787,-0.0305902698645682,0.420212019684706,5.098349074279,0,4.64919928245168,0.0552268773093274,4.72885600048118,4.92930314858637,4.95379440735722,0,0,0,4.61954582599988,0,4.79504109137648,4.91001249927412,4.91960173110728,0,0,4.88452007151106
